"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] MovieTitleJaccard record1Value","[0] MovieTitleJaccard record2Value","[0] MovieTitleJaccard record1PreprocessedValue","[0] MovieTitleJaccard record2PreprocessedValue","[0] MovieTitleJaccard similarity","[0] MovieTitleJaccard postproccesedSimilarity","[1] MovieDirectorJaccard record1Value","[1] MovieDirectorJaccard record2Value","[1] MovieDirectorJaccard record1PreprocessedValue","[1] MovieDirectorJaccard record2PreprocessedValue","[1] MovieDirectorJaccard similarity","[1] MovieDirectorJaccard postproccesedSimilarity","[2] MovieProducerJaccard record1Value","[2] MovieProducerJaccard record2Value","[2] MovieProducerJaccard record1PreprocessedValue","[2] MovieProducerJaccard record2PreprocessedValue","[2] MovieProducerJaccard similarity","[2] MovieProducerJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","dbpedia_id_5198","HM_id_3645","0.9","1","Batman Begins","Batman Begins","Batman Begins","Batman Begins","1.0","1.0","Christopher Nolan","Christopher Nolan","Christopher Nolan","Christopher Nolan","1.0","1.0","Charles Roven","Bob Kane","Charles Roven","Bob Kane","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6393","HM_id_4656","0.0",,"Them!","They","Them!","They","0.0","0.0","Gordon Douglas","Anahita Ghazvinizadeh","Gordon Douglas","Anahita Ghazvinizadeh","0.0","0.0","David Weisbert","Anahita Ghazvinizadeh","David Weisbert","Anahita Ghazvinizadeh","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_10020","HM_id_4583","0.0",,"Hatari!","Hannah","Hatari!","Hannah","0.0","0.0","Howard Hawks","Andrea Pallaoro","Howard Hawks","Andrea Pallaoro","0.0","0.0","Howard Hawks","Andrea Pallaoro","Howard Hawks","Andrea Pallaoro","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_10020","HM_id_3251","0.0",,"Hatari!","Hairspray","Hatari!","Hairspray","0.0","0.0","Howard Hawks","Adam Shankman","Howard Hawks","Adam Shankman","0.0","0.0","Howard Hawks","Leslie Dixon","Howard Hawks","Leslie Dixon","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_10020","HM_id_3250","0.0",,"Hatari!","Halloween","Hatari!","Halloween","0.0","0.0","Howard Hawks","Rob Zombie","Howard Hawks","Rob Zombie","0.0","0.0","Howard Hawks","Rob Zombie","Howard Hawks","Rob Zombie","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_402","HM_id_3791","0.0",,"Desoddharakulu","Dealt","Desoddharakulu","Dealt","0.0","0.0","C. S. Rao","Luke Korem","C. S. Rao","Luke Korem","0.0","0.0","U. Visweswar Rao","Bradley Jackson","U. Visweswar Rao","Bradley Jackson","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9147","HM_id_4603","0.3",,"The Cowboys","The Cove","The Cowboys","The Cove","0.3333333333333333","0.3333333333333333","Mark Rydell","Louie Psihoyos","Mark Rydell","Louie Psihoyos","0.0","0.0","Mark Rydell","Mark Monroe","Mark Rydell","Mark Monroe","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","dbpedia_id_1002","HM_id_1559","0.9","1","Morris from America","Morris from America","Morris from America","Morris from America","1.0","1.0","Chad Hartigan","Chad Hartigan","Chad Hartigan","Chad Hartigan","1.0","1.0","Adele Romanski","Chad Hartigan","Adele Romanski","Chad Hartigan","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9591","HM_id_2731","0.0",,"RocketMan","Rosewater","RocketMan","Rosewater","0.0","0.0","Stuart Gillard","Jon Stewart","Stuart Gillard","Jon Stewart","0.0","0.0","Roger Birnbaum","Jon Stewart","Roger Birnbaum","Jon Stewart","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9010","HM_id_4846","0.48",,"The House of Rothschild","The House of Tomorrow","The House of Rothschild","The House of Tomorrow","0.6","0.6","Alfred L. Werker","Peter Livolsi","Alfred L. Werker","Peter Livolsi","0.0","0.0","Darryl F. Zanuck","Peter Bognanni","Darryl F. Zanuck","Peter Bognanni","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9438","HM_id_1658","0.9","1","The Huntsman: Winter's War","The Huntsman: Winter's War","The Huntsman: Winter's War","The Huntsman: Winter's War","1.0","1.0","Cedric Nicolas-Troyan","Cedric Nicolas-Troyan","Cedric Nicolas-Troyan","Cedric Nicolas-Troyan","1.0","1.0","Joe Roth","Evan Spiliotopoulos","Joe Roth","Evan Spiliotopoulos","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9591","HM_id_2738","0.0",,"RocketMan","RocknRolla","RocketMan","RocknRolla","0.0","0.0","Stuart Gillard","Guy Ritchie","Stuart Gillard","Guy Ritchie","0.0","0.0","Roger Birnbaum","Guy Ritchie","Roger Birnbaum","Guy Ritchie","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5809","HM_id_3985","0.0",,"Mokey","Morgan","Mokey","Morgan","0.0","0.0","Wells Root","Luke Scott","Wells Root","Luke Scott","0.0","0.0","J. Walter Ruben","Seth W. Owen","J. Walter Ruben","Seth W. Owen","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2500","HM_id_2326","1.0","1","The Next Three Days","The Next Three Days","The Next Three Days","The Next Three Days","1.0","1.0","Paul Haggis","Paul Haggis","Paul Haggis","Paul Haggis","1.0","1.0"," Paul Haggis","Paul Haggis"," Paul Haggis","Paul Haggis","1.0","1.0"
"LinearCombinationMatchingRule","dbpedia_id_7055","HM_id_3696","0.9","1","American Hustle","American Hustle","American Hustle","American Hustle","1.0","1.0","David O. Russell","David O. Russell","David O. Russell","David O. Russell","1.0","1.0","Charles Roven","Eric Warren Singer","Charles Roven","Eric Warren Singer","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3142","HM_id_2660","0.9","1","Sky Captain and the World of Tomorrow","Sky Captain and the World of Tomorrow","Sky Captain and the World of Tomorrow","Sky Captain and the World of Tomorrow","1.0","1.0","Kerry Conran","Kerry Conran","Kerry Conran","Kerry Conran","1.0","1.0","Jon Avnet","Kerry Conran","Jon Avnet","Kerry Conran","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3645","HM_id_3938","0.26666666666666666",,"The Conversation","The Cobbler","The Conversation","The Cobbler","0.3333333333333333","0.3333333333333333","Francis Ford Coppola","Tom McCarthy","Francis Ford Coppola","Tom McCarthy","0.0","0.0","Francis Ford Coppola","Tom McCarthy","Francis Ford Coppola","Tom McCarthy","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2357","HM_id_1277","0.0",,"Stand-In","Stronger","Stand-In","Stronger","0.0","0.0","Tay Garnett","David Gordon Green","Tay Garnett","David Gordon Green","0.0","0.0","Walter Wanger","John Pollono","Walter Wanger","John Pollono","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6512","HM_id_1951","0.0",,"Sightseers","Sicario","Sightseers","Sicario","0.0","0.0","Ben Wheatley","Denis Villeneuve","Ben Wheatley","Denis Villeneuve","0.0","0.0","Nira Park","Taylor Sheridan","Nira Park","Taylor Sheridan","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5364","HM_id_4774","0.0",,"Supercop","SuperFly","Supercop","SuperFly","0.0","0.0","Stanley Tong","Director X.","Stanley Tong","Director X.","0.0","0.0","Leonard Ho Koon Cheung","Alex Tse","Leonard Ho Koon Cheung","Alex Tse","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5177","HM_id_1653","0.48",,"The Jungle Book (1967 film)","The Jungle Book","The Jungle Book (1967 film)","The Jungle Book","0.6","0.6","Wolfgang Reitherman","Jon Favreau","Wolfgang Reitherman","Jon Favreau","0.0","0.0","Walt Disney","Justin Marks","Walt Disney","Justin Marks","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1143","HM_id_4708","0.26666666666666666",,"The Internship","The Incantation","The Internship","The Incantation","0.3333333333333333","0.3333333333333333","Shawn Levy","Jude S. Walko","Shawn Levy","Jude S. Walko","0.0","0.0","Shawn Levy","Jude S. Walko","Shawn Levy","Jude S. Walko","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9987","HM_id_4715","0.0",,"Dolemite","Downfall","Dolemite","Downfall","0.0","0.0","D'Urville Martin","Oliver Hirschbiegel","D'Urville Martin","Oliver Hirschbiegel","0.0","0.0","Rudy Ray Moore","Bernd Eichinger","Rudy Ray Moore","Bernd Eichinger","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3068","HM_id_4510","0.0",,"Catchfire","Calibre","Catchfire","Calibre","0.0","0.0","Dennis Hopper","Matt Palmer","Dennis Hopper","Matt Palmer","0.0","0.0","Dick Clark","Matt Palmer","Dick Clark","Matt Palmer","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7176","HM_id_2695","0.0",,"Serpico","Serendipity","Serpico","Serendipity","0.0","0.0","Sidney Lumet","Peter Chelsom","Sidney Lumet","Peter Chelsom","0.0","0.0","Martin Bregman","Marc Klein","Martin Bregman","Marc Klein","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_972","HM_id_3348","0.0",,"Fishtales","Filth","Fishtales","Filth","0.0","0.0","Alki David","Jon S. Baird","Alki David","Jon S. Baird","0.0","0.0","Alki David","Jon S. Baird","Alki David","Jon S. Baird","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7176","HM_id_2697","0.0",,"Serpico","Selma","Serpico","Selma","0.0","0.0","Sidney Lumet","Ava DuVernay","Sidney Lumet","Ava DuVernay","0.0","0.0","Martin Bregman","Paul Webb","Martin Bregman","Paul Webb","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3117","HM_id_4065","0.9","1","Table 19","Table 19","Table 19","Table 19","1.0","1.0","Jeffrey Blitz","Jeffrey Blitz","Jeffrey Blitz","Jeffrey Blitz","1.0","1.0","Shawn Levy","Mark Duplass","Shawn Levy","Mark Duplass","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2651","HM_id_3751","0.9","1","500 Days of Summer","500 Days of Summer","500 Days of Summer","500 Days of Summer","1.0","1.0","Marc Webb","Marc Webb","Marc Webb","Marc Webb","1.0","1.0","Mason Novick","Scott Neustadter","Mason Novick","Scott Neustadter","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7379","HM_id_3980","0.0",,"Blowup","Blackhat","Blowup","Blackhat","0.0","0.0","Michelangelo Antonioni","Michael Mann","Michelangelo Antonioni","Michael Mann","0.0","0.0","Carlo Ponti","Morgan Davis Foehl","Carlo Ponti","Morgan Davis Foehl","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5719","HM_id_2867","0.32000000000000006",,"Once Upon a Time...When We Were Colored","Once Upon a Time in Mexico","Once Upon a Time...When We Were Colored","Once Upon a Time in Mexico","0.4","0.4","Tim Reid","Robert Rodriguez","Tim Reid","Robert Rodriguez","0.0","0.0","Tim Reid","Robert Rodriguez","Tim Reid","Robert Rodriguez","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2045","HM_id_3055","1.0","1","Larry Crowne","Larry Crowne","Larry Crowne","Larry Crowne","1.0","1.0","Tom Hanks","Tom Hanks","Tom Hanks","Tom Hanks","1.0","1.0"," Tom Hanks","Tom Hanks"," Tom Hanks","Tom Hanks","1.0","1.0"
"LinearCombinationMatchingRule","dbpedia_id_2098","HM_id_3454","0.0",,"Desmundo","Deadfall","Desmundo","Deadfall","0.0","0.0","Alain Fresnot","Stefan Ruzowitzky","Alain Fresnot","Stefan Ruzowitzky","0.0","0.0","Alain Fresnot","Zach Dean","Alain Fresnot","Zach Dean","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2162","HM_id_3924","0.0",,"Seberg","Security","Seberg","Security","0.0","0.0","Benedict Andrews","Alain Desrochers","Benedict Andrews","Alain Desrochers","0.0","0.0","Fred Berger","Tony Mosher","Fred Berger","Tony Mosher","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7176","HM_id_2694","0.0",,"Serpico","Serenity","Serpico","Serenity","0.0","0.0","Sidney Lumet","Joss Whedon","Sidney Lumet","Joss Whedon","0.0","0.0","Martin Bregman","Joss Whedon","Martin Bregman","Joss Whedon","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9685","HM_id_1490","0.0",,"Jappeloup","Jackie","Jappeloup","Jackie","0.0","0.0","Christian Duguay","Pablo Larraín","Christian Duguay","Pablo Larraín","0.0","0.0","Frédérique Dumas","Noah Oppenheim","Frédérique Dumas","Noah Oppenheim","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4517","HM_id_4789","0.0",,"Passe-passe","Parks","Passe-passe","Parks","0.0","0.0","Tonie Marshall","Natsuki Seta","Tonie Marshall","Natsuki Seta","0.0","0.0","Tonie Marshall","Natsuki Seta","Tonie Marshall","Natsuki Seta","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2563","HM_id_4502","0.8",,"Isle of Dogs (film)","Isle of Dogs","Isle of Dogs (film)","Isle of Dogs","0.75","0.75","Wes Anderson","Wes Anderson","Wes Anderson","Wes Anderson","1.0","1.0"," Wes Anderson","Wes Anderson"," Wes Anderson","Wes Anderson","1.0","1.0"
"LinearCombinationMatchingRule","dbpedia_id_6511","HM_id_4168","0.0",,"Mallrats","Maze","Mallrats","Maze","0.0","0.0","Kevin Smith","Stephen Burke","Kevin Smith","Stephen Burke","0.0","0.0","James Jacks","Stephen Burke","James Jacks","Stephen Burke","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_193","HM_id_3123","0.0",,"Irréversible","Ironclad","Irréversible","Ironclad","0.0","0.0","Gaspar Noé","Jonathan English","Gaspar Noé","Jonathan English","0.0","0.0","Vincent Cassel","Jonathan English","Vincent Cassel","Jonathan English","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3502","HM_id_2882","0.34285714285714286",,"Now You See Him, Now You Don't","Now You See Me","Now You See Him, Now You Don't","Now You See Me","0.42857142857142855","0.42857142857142855","Robert Butler","Louis Leterrier","Robert Butler","Louis Leterrier","0.0","0.0","Ron W. Miller","Ed Solomon","Ron W. Miller","Ed Solomon","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8916","HM_id_1338","0.0",,"Cameraperson","Cargo","Cameraperson","Cargo","0.0","0.0","Kirsten Johnson","Ben Howling","Kirsten Johnson","Ben Howling","0.0","0.0","Kirsten Johnson","Yolanda Ramke","Kirsten Johnson","Yolanda Ramke","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7513","HM_id_1598","0.2",,"All Through the Night (film)","Alice Through the Looking Glass","All Through the Night (film)","Alice Through the Looking Glass","0.25","0.25","Vincent Sherman","James Bobin","Vincent Sherman","James Bobin","0.0","0.0","Hal B. Wallis","Linda Woolverton","Hal B. Wallis","Linda Woolverton","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9458","HM_id_2710","0.9","1","Saw III","Saw III","Saw III","Saw III","1.0","1.0","Darren Lynn Bousman","Darren Lynn Bousman","Darren Lynn Bousman","Darren Lynn Bousman","1.0","1.0","Gregg Hoffman","Leigh Whannell","Gregg Hoffman","Leigh Whannell","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2125","HM_id_1581","0.9","1","Mr. Church","Mr. Church","Mr. Church","Mr. Church","1.0","1.0","Bruce Beresford","Bruce Beresford","Bruce Beresford","Bruce Beresford","1.0","1.0","Courtney Solomon","Susan McMartin","Courtney Solomon","Susan McMartin","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9901","HM_id_3051","0.9","1","Last Vegas","Last Vegas","Last Vegas","Last Vegas","1.0","1.0","Jon Turteltaub","Jon Turteltaub","Jon Turteltaub","Jon Turteltaub","1.0","1.0","Nathan Kahane","Dan Fogelman","Nathan Kahane","Dan Fogelman","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6695","HM_id_1304","0.0",,"Re-Animator","Rememory","Re-Animator","Rememory","0.0","0.0","Stuart Gordon","Mark Palansky","Stuart Gordon","Mark Palansky","0.0","0.0","Brian Yuzna","Mike Vukadinovich","Brian Yuzna","Mike Vukadinovich","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9458","HM_id_2711","0.3666666666666667",,"Saw III","Saw II","Saw III","Saw II","0.3333333333333333","0.3333333333333333","Darren Lynn Bousman","Darren Lynn Bousman","Darren Lynn Bousman","Darren Lynn Bousman","1.0","1.0","Gregg Hoffman","Leigh Whannell","Gregg Hoffman","Leigh Whannell","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4584","HM_id_2302","0.48",,"The Princess and the Pirate","The Princess and the Frog","The Princess and the Pirate","The Princess and the Frog","0.6","0.6","David Butler","Ron Clements","David Butler","Ron Clements","0.0","0.0","Samuel Goldwyn","Ron Clements","Samuel Goldwyn","Ron Clements","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2754","HM_id_4100","0.0",,"Summering","Suburbicon","Summering","Suburbicon","0.0","0.0","James Ponsoldt","George Clooney","James Ponsoldt","George Clooney","0.0","0.0","James Ponsoldt","Joel Coen","James Ponsoldt","Joel Coen","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_333","HM_id_4256","0.0",,"Lootera","Lowriders","Lootera","Lowriders","0.0","0.0","Vikramaditya Motwane","Ricardo de Montreuil","Vikramaditya Motwane","Ricardo de Montreuil","0.0","0.0","Anurag Kashyap","Elgin James","Anurag Kashyap","Elgin James","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1715","HM_id_1328","0.17777777777777778",,"Waiting for the Barbarians (film)","War for the Planet of the Apes","Waiting for the Barbarians (film)","War for the Planet of the Apes","0.2222222222222222","0.2222222222222222","Ciro Guerra","Matt Reeves","Ciro Guerra","Matt Reeves","0.0","0.0","Andrea Iervolino","Mark Bomback","Andrea Iervolino","Mark Bomback","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_272","HM_id_2036","0.0",,"Shamshera","Sherrybaby","Shamshera","Sherrybaby","0.0","0.0","Karan Malhotra","Laurie Collyer","Karan Malhotra","Laurie Collyer","0.0","0.0","Aditya Chopra","Laurie Collyer","Aditya Chopra","Laurie Collyer","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_785","HM_id_1535","0.0",,"Greenhide","Greater","Greenhide","Greater","0.0","0.0","(OBE)","David Hunt","(OBE)","David Hunt","0.0","0.0","(OBE)","Brian Reindl","(OBE)","Brian Reindl","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5548","HM_id_3449","0.9","1","Death Proof","Death Proof","Death Proof","Death Proof","1.0","1.0","Quentin Tarantino","Quentin Tarantino","Quentin Tarantino","Quentin Tarantino","1.0","1.0"," Quentin Tarantino","Quentin Tarantino"," Quentin Tarantino","Quentin Tarantino","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7187","HM_id_1601","1.0","1","Hunt for the Wilderpeople","Hunt for the Wilderpeople","Hunt for the Wilderpeople","Hunt for the Wilderpeople","1.0","1.0","Taika Waititi","Taika Waititi","Taika Waititi","Taika Waititi","1.0","1.0","Taika Waititi","Taika Waititi","Taika Waititi","Taika Waititi","1.0","1.0"
"LinearCombinationMatchingRule","dbpedia_id_1972","HM_id_4489","0.9","1","The Haunting in Connecticut","The Haunting in Connecticut","The Haunting in Connecticut","The Haunting in Connecticut","1.0","1.0","Peter Cornwell","Peter Cornwell","Peter Cornwell","Peter Cornwell","1.0","1.0","Andrew Trapani","Adam Simon","Andrew Trapani","Adam Simon","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7782","HM_id_1957","0.2",,"Merton of the Movies (1947 film)","Memories of the Sword","Merton of the Movies (1947 film)","Memories of the Sword","0.25","0.25","Robert Alton","Heung-sik Park","Robert Alton","Heung-sik Park","0.0","0.0","Albert Lewis","Ah-reum Choi","Albert Lewis","Ah-reum Choi","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1642","HM_id_1377","0.34285714285714286",,"Guardians of the Tomb","Guardians of the Galaxy Vol. 2","Guardians of the Tomb","Guardians of the Galaxy Vol. 2","0.42857142857142855","0.42857142857142855","Kimble Rendall","James Gunn","Kimble Rendall","James Gunn","0.0","0.0","Li Bingbing","James Gunn","Li Bingbing","James Gunn","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9514","HM_id_3601","0.0",,"Blindman","Blackthorn","Blindman","Blackthorn","0.0","0.0","Ferdinando Baldi","Mateo Gil","Ferdinando Baldi","Mateo Gil","0.0","0.0","","Miguel Barros","","Miguel Barros","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1555","HM_id_4819","0.3888888888888889",,"The Land Before Time (film)","The Land Before Time XIII: The Wisdom of Friends","The Land Before Time (film)","The Land Before Time XIII: The Wisdom of Friends","0.4444444444444444","0.4444444444444444","Don Bluth","Jamie Mitchell","Don Bluth","Jamie Mitchell","0.0","0.0"," John Pomeroy","John Loy"," John Pomeroy","John Loy","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","dbpedia_id_1555","HM_id_4818","0.35555555555555557",,"The Land Before Time (film)","The Land Before Time XIV: Journey of the Brave","The Land Before Time (film)","The Land Before Time XIV: Journey of the Brave","0.4444444444444444","0.4444444444444444","Don Bluth","Davis Doi","Don Bluth","Davis Doi","0.0","0.0","Don Bluth","Cliff Ruby","Don Bluth","Cliff Ruby","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5360","HM_id_3155","0.9","1","In Bruges","In Bruges","In Bruges","In Bruges","1.0","1.0","Martin McDonagh","Martin McDonagh","Martin McDonagh","Martin McDonagh","1.0","1.0","Graham Broadbent","Martin McDonagh","Graham Broadbent","Martin McDonagh","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_334","HM_id_2567","0.0",,"Tevar","Ted","Tevar","Ted","0.0","0.0","Amit Sharma","Seth MacFarlane","Amit Sharma","Seth MacFarlane","0.0","0.0","Sanjay Kapoor","Seth MacFarlane","Sanjay Kapoor","Seth MacFarlane","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_419","HM_id_4251","0.0",,"Vishwaroopam","Vikingdom","Vishwaroopam","Vikingdom","0.0","0.0","Kamal Haasan","Yusry Abd Halim","Kamal Haasan","Yusry Abd Halim","0.0","0.0","Chandrahasan","James Coyne","Chandrahasan","James Coyne","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7107","HM_id_1849","0.30000000000000004",,"In the Heat of the Night (film)","In the Heart of the Sea","In the Heat of the Night (film)","In the Heart of the Sea","0.375","0.375","Norman Jewison","Ron Howard","Norman Jewison","Ron Howard","0.0","0.0","Walter Mirisch","Charles Leavitt","Walter Mirisch","Charles Leavitt","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2098","HM_id_3436","0.0",,"Desmundo","Detachment","Desmundo","Detachment","0.0","0.0","Alain Fresnot","Tony Kaye","Alain Fresnot","Tony Kaye","0.0","0.0","Alain Fresnot","Carl Lund","Alain Fresnot","Carl Lund","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2055","HM_id_4603","0.26666666666666666",,"The Counselor","The Cove","The Counselor","The Cove","0.3333333333333333","0.3333333333333333","Ridley Scott","Louie Psihoyos","Ridley Scott","Louie Psihoyos","0.0","0.0","Nick Wechsler","Mark Monroe","Nick Wechsler","Mark Monroe","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_472","HM_id_4037","0.0",,"Sammohanam","Sabotage","Sammohanam","Sabotage","0.0","0.0","Mohana Krishna Indraganti","David Ayer","Mohana Krishna Indraganti","David Ayer","0.0","0.0","Sivalenka Krishna Prasad","Skip Woods","Sivalenka Krishna Prasad","Skip Woods","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6950","HM_id_1811","0.0",,"Bambi","Bandits","Bambi","Bandits","0.0","0.0","David Hand","Barry Levinson","David Hand","Barry Levinson","0.0","0.0","Walt Disney","Harley Peyton","Walt Disney","Harley Peyton","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2098","HM_id_3439","0.0",,"Desmundo","Derailed","Desmundo","Derailed","0.0","0.0","Alain Fresnot","Mikael Håfström","Alain Fresnot","Mikael Håfström","0.0","0.0","Alain Fresnot","Stuart Beattie","Alain Fresnot","Stuart Beattie","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9267","HM_id_4039","0.0",,"Supervixens","Superfast!","Supervixens","Superfast!","0.0","0.0","Russ Meyer","Jason Friedberg","Russ Meyer","Jason Friedberg","0.0","0.0","Russ Meyer","Jason Friedberg","Russ Meyer","Jason Friedberg","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2773","HM_id_4531","0.0",,"Anomalisa","Antiporno","Anomalisa","Antiporno","0.0","0.0","Charlie Kaufman","Sion Sono","Charlie Kaufman","Sion Sono","0.0","0.0","Charlie Kaufman","Sion Sono","Charlie Kaufman","Sion Sono","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3300","HM_id_2122","0.0",,"WALL-E","Waiting...","WALL-E","Waiting...","0.0","0.0","Andrew Stanton","Rob McKittrick","Andrew Stanton","Rob McKittrick","0.0","0.0","Jim Morris","Rob McKittrick","Jim Morris","Rob McKittrick","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5392","HM_id_2433","0.4",,"The Good Liar","The Good Lie","The Good Liar","The Good Lie","0.5","0.5","Bill Condon","Philippe Falardeau","Bill Condon","Philippe Falardeau","0.0","0.0","Bill Condon","Margaret Nagle","Bill Condon","Margaret Nagle","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6426","HM_id_1995","0.0",,"Yolki","Youth","Yolki","Youth","0.0","0.0","Ignas Jonynas","Paolo Sorrentino","Ignas Jonynas","Paolo Sorrentino","0.0","0.0","Timur Bekmambetov","Paolo Sorrentino","Timur Bekmambetov","Paolo Sorrentino","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9709","HM_id_1308","0.0",,"Beyond Rangoon","Beach Rats","Beyond Rangoon","Beach Rats","0.0","0.0","John Boorman","Eliza Hittman","John Boorman","Eliza Hittman","0.0","0.0","Eric Pleskow","Eliza Hittman","Eric Pleskow","Eliza Hittman","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6511","HM_id_1924","0.0",,"Mallrats","Max","Mallrats","Max","0.0","0.0","Kevin Smith","Boaz Yakin","Kevin Smith","Boaz Yakin","0.0","0.0","James Jacks","Boaz Yakin","James Jacks","Boaz Yakin","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1116","HM_id_2458","0.26666666666666666",,"The Favourite","The Fall","The Favourite","The Fall","0.3333333333333333","0.3333333333333333","Yorgos Lanthimos","Tarsem Singh","Yorgos Lanthimos","Tarsem Singh","0.0","0.0","Yorgos Lanthimos","Dan Gilroy","Yorgos Lanthimos","Dan Gilroy","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1116","HM_id_1127","0.26666666666666666",,"The Favourite","The Farthest","The Favourite","The Farthest","0.3333333333333333","0.3333333333333333","Yorgos Lanthimos","Emer Reynolds","Yorgos Lanthimos","Emer Reynolds","0.0","0.0","Yorgos Lanthimos","Emer Reynolds","Yorgos Lanthimos","Emer Reynolds","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2030","HM_id_3663","0.7000000000000001",,"August: Osage County (film)","August: Osage County","August: Osage County (film)","August: Osage County","0.75","0.75","John Wells","John Wells","John Wells","John Wells","1.0","1.0","George Clooney","Tracy Letts","George Clooney","Tracy Letts","0.0","0.0"
